Content type,ID,Name,Aka,Social identifiers,Authors (IDs),Authors (names),Discipline,Base texts (IDs),Base texts (names),Highest Year,Lowest Year
Person,112101,Mahānandakavi,,,,,,,,,
Work,96039,Mahānārāyaṇopaniṣad,,,,,,,,,
Work,90585,Mahānayaprakāśa,,,85732,Śitikaṇṭha,Kashmir Śaivism,,,1025,1025
Work,112295,Mahānirvāṇatantra,Nirvāṇatantra,,,,Tantra,,,,
Work,88139,Mahāparinirvāṇasūtra,,,,,,,,250,250
Work,93718,Mahāprabhā on Kṛsṇādāsa Sārvabhauma's Bhāṣāpariccheda,,,86574,Caṇdraṃaṇi Nyāyabhūṣaṇa,,,,,
Person,87021,Mahāprabhulāl Gosvāmi,,,,,,,,1984,1984
Person,86981,Mahāprabhulāla Gosvāmin,,Gosvāmin,,,,,,1972,1972
Work,88884,Mahāprajñāpāramitāsūtra on the Hṛdayasūtra,,,,,,88211,Hṛdayasūtra,800,800
Work,88220,Mahāprajñāpāramitopadeśaśāstra,,,85122,Nāgārjuna,,88101,Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra,,
Work,41448,Mahāprakāśa,,,,,Vaidyaśāstra,,,,
Work,115590,Mahāpratisarā dhāraṇī,,,,,Buddhism (general),,,,
Work,116265,Mahāpratisarāmahāvidyā dhāraṇi,,,,,Buddhism (general),,,,
Work,115507,Mahāpratisarāprathamamantra-dhāraṇī,,,,,Buddhism (general),,,,
Work,116247,Mahāpratisarāyāḥ sādhana,,,,,Buddhism (general),,,,
Work,111267,Mahāpratyaṅgirā,,,,,"Buddhism (general), Tantra",,,,
Work,113830,Mahāpratyaṅgirāmahāvidyārājñī,,,,,Buddhism (general),,,,
Work,112260,Mahāpratyaṅgirāvidhi,,,,,Tantra,,,,
Work,42018,Mahāpuruṣavicāra,,,,,,,,,
Person,97922,Mahārāja Jasvani Singh,,Mahārāja,,,,,,,
Person,40589,Mahārāja sujānasiṃha,,,,,,,,1735,1700
Work,88113,Mahārājakaniṣkalekha,,,85100,Mātṛceṭa,,,,,
Person,101059,Mahārāṇa Udayasiṃha,Udai Singh,,,,,,,,
Work,113502,Mahāratnamālāvadāna,,,,,"Buddhism (general), Kāvya",,,,
Work,108363,Mahārṇavakarmavipāka,,,,,Jyotiḥśāstra,,,,
Work,94166,Mahārṇāvatārikā on Siddhasena Divākara's Sanmatitarka,,,86764,Vijaya Darśana Sūri,,88495,Sanmatitarka,,
Work,89568,Mahārthamañjarī and Parimala thereon,,,85451,Maheśvarānanda,Śaivism (general),,,,
Work,115508,Mahāsāhasrapramarddanīnāma-mahāyānasūtra,,,,,Buddhism (general),,,,
Work,89009,Mahāsamājasūtra,,,,,,,,950,950
Work,88980,Mahāsammatarājasūtra,,,,,,,,935,935
Work,115638,Mahāsamvara hṛdaya dhāraṇī,,,,,Buddhism (general),,,,
Work,115478,Mahāsamvara-hṛdaya,,,,,Buddhism (general),,,,
Work,88475,Mahāsannipātāvadānarājasūtra,,,,,,,,545,545
Work,115644,Mahāsarasvatī dhāraṇī,,,,,Buddhism (general),,,,
Work,116246,Mahāsārasvatidhāraṇī,,,,,Buddhism (general),,,,
Work,88287,Mahāsatyanirgranthaputravyākaraṇasūtra,,,,,,,,380,380
Work,108643,Mahāsiddhānta,Āryasiddhānta,,108642,Āryabhaṭa,Jyotiḥśāstra,,,,
Work,116266,Mahāsitavati dhāraṇi,,,,,Buddhism (general),,,,
Work,115510,Mahāśītavatināma-vidyārājñī-daṇḍadhāraṇī,,,,,Buddhism (general),,,,
Work,88326,Mahāśrayārthaṛddhimantrasūtra,,,,,,,,412,412
Work,115286,Mahāsukhaprakāśa,,,87065,Advayavajra,Buddhism (general),,,,
Work,115761,Mahāsukhaprakāśikā Tattvajñānasaṃsiddhiṭīkā,,,115760,Śrī Dhyānacandra,Buddhism (general),89428,Tattvajñānasaṃsiddhi,,
Person,40585,Mahātman sāhimalla,,,,,,,,,
Work,89010,Mahāvadānasūtra,,,,,,,,950,950
Work,88140,Mahāvaipulyamūrdharājasūtra,,,,,,,,250,250
Work,88708,Mahāvairocanasūtra,,,,,,,,725,725
Work,115639,Mahāvajravārāhi dhāraṇī,,,,,Buddhism (general),,,,
Work,115537,Mahāvajravidāraṇadhāraṇī,,,,,Buddhism (general),,,,
Work,112911,Mahāvākya (siddhānta),,,,,,,,,
Work,92703,Mahāvākyadarśa,,,86277,Jayarāṃa,,,,,
Work,96040,Mahāvākyāni,,,,,,,,,
Work,95065,Mahāvākyanirṇaya,,,87368,Jñānadeva,,,,,
Work,101652,Mahāvākyanirṇaya,,,85218,Śaṃkara,,,,,
Work,92109,Mahāvākyanirūpaṇaprakriya,,,86146,Subrahmaṇya,Advaita Vedānta,,,,
Work,95745,Mahāvākyaprakaraṇa,,,87964,Vijñāneśvara,Advaita Vedānta,,,,
Work,92971,Mahāvākyaratnāvalī and Kiraṇāvalī thereon,,,86323,Upaniṣad Brahmayogin,Advaita Vedānta,,,,
Work,96041,Mahāvākyārtha,,,,,,,,,
Work,101705,Mahāvākyārtha,,,85218,Śaṃkara,,,,,
Work,90395,Mahāvākyārthadarpaṇa,,,85659,Kṛṣṇānanda Bhāratī,,,,,
Work,93483,Mahāvākyārthamañjarī,,,86487,Ācārya Rāya Modaka,Advaita Vedānta,,,,
Work,101717,Mahāvākyārthanirṇaya,,,85218,Śaṃkara,,,,,
Work,101663,Mahāvākyārthaprabodha,,,85218,Śaṃkara,,,,,
Work,101722,Mahāvākyārthaprabodha,,,,,,,,,
Work,92881,Mahāvākyārthasādhanā,,,86300,Sadāśiva Brahmendra,Advaita Vedānta,,,,
Work,95369,Mahāvākyārthasaṃgraha,,,87624,Puruṣottamānanda Tīrtha,,,,,
Work,93584,Mahāvākyārthavicāra,,,86514,Amareśvara Śāstrin,Advaita Vedānta,,,,
Work,101728,Mahāvākyārthavivaraṇa,,,,,,101652,Mahāvākyanirṇaya,,
Work,101698,Mahāvākyasiddhāntastotra,,,85218,Śaṃkara,,,,,
Work,93898,Mahāvākyaśikhāmaṇi,,,86631,Appaya,Anubhavādvaita,,,,
Work,96042,Mahāvākyatattvaviveka,,,,,,,,,
Work,93772,Mahāvākyavivaraṇa,,,86591,Śaṃkarāśrama Yati,Advaita Vedānta,,,,
Work,95077,Mahāvākyavivaraṇa,Vedāntasārapañcīkaraṇa,,87379,Kaivalyāśramin,Advaita Vedānta,,,,
Work,101671,Mahāvākyaviveka,,,85636,Vidyāraṇya,,,,,
Work,101680,Mahāvākyaviveka,,,,,,,,,
Work,88728,Mahāvākyavivekalaghuvṛtti,,,85227,Padmapāda,,,,,
Work,101672,Mahāvākyavivekavyākhyā,,,85655,Rāmakṛṣṇa,,101671,Mahāvākyaviveka,,
Work,96043,Mahāvākyopaniṣad,,,,,,,,,
Work,115371,Mahāvastu-Avadāna,,,,,Buddhism (general),,,,
Work,96044,Mahāvidyā (Kulārka),,,,,,,,,
Work,111219,Mahāvidyā Stotra,,,,,Tantra,,,,
Work,89839,Mahāvidyāviḍambana,,,85529,Vādīndra,,,,,
Work,90528,Mahāvidyāviḍambana,(Laghu)Mahāvidyāviḍambana,,85710,Bhuvanasundara Sūri,,,,,
Work,96654,Mahāvīracarita,,,96248,Bhavabhūti,Kāvya,,,,
Person,113039,Mahāvīrācārya,,,,,,,,880,814
Work,109519,Mahāvīravaibhava,Raghuvīragadya,,85613,Vedāntadeśika,Viśiṣṭādvaita Vedānta,,,,
Person,85271,Mahāvrata,,,,,,,,850,850
Work,109951,Mahāyamaka Stotra,,,108974,Jagaddhara,Kāvya,,,,
Work,113379,Mahayāna Uposatha Aṣṭamī Vrata,,,,,,,,,
Work,88182,Mahāyānābhidharmasūtra,,,,,,,,300,300
Work,88439,Mahāyānābhisamayasūtra,,,,,,,,520,520
Work,88511,Mahāyānadharmadhavaviśeṣatāśāstra,,,85177,Sthiramati,,,,,
Work,88357,Mahāyānadharmaviśeṣaśāstra,,,85142,Saramati,,,,,
Work,95860,Mahāyānalakṣaṇasamuccaya,,,,,,,,,
Work,89239,Mahāyānapathasādhanasamgraha,,,85364,Atīśa,,,,,
Work,89240,Mahāyānapathasādhanavarnasamgraha,,,85364,Atīśa,,,,,
Work,88235,Mahāyānasaṃgraha,,,85125,Asaṅga,Yogācāra / Vijñānavāda,,,,
Work,88265,Mahayanasatadharmavidyadvarasastra,,,85127,Vasubandhu,,,,,
Work,113657,Mahāyānasūtra,,,,,Buddhism (general),,,,
Work,88236,Mahāyānasūtrālaṃkāra,,,85125,Asaṅga,Yogācāra / Vijñānavāda,,,,
Work,113677,Mahāyānasūtrālaṅkāra,,,,,Buddhism (general),,,,
Work,89241,Mahāyānasūtravyākaraṇa,,,85364,Atīśa,,,,,
Work,88079,Mahāyānaviṃśikā,,,85097,Nāgārjuna,,,,,
Work,88141,Mahāyānopadeśasūtra,,,,,,,,250,250
Person,112632,Mahāyaśas,,,,,,,,,
Work,42180,Mahāyogasāramañjarikā,,,,,Vaidyaśāstra,,,,
Person,40820,Mahendra,,,,,,,,,
Person,99372,Mahendra,Mahendrasūri,"Jaina, Jaina monk",,,,,,990,930
Person,86910,Mahendra Kumāra,,,,,,,,1950,1950
Person,87488,Mahendra Sarasvatī,,Sarasvatī,,,,,,,
Person,85534,Mahendra Siṃhasūri,,,,,,,,1237,1237
Person,86566,Maheśa Candra Nyāyaratna,,,,,,,,1860,1860
Person,87003,Maheśa Jhā,,,,,,,,1978,1978
Person,85871,Maheśa Ṭhakkura,,Ṭhakkura,,,,,,1540,1540
Person,40611,Maheśvara,,,,,,,,,
Person,40953,Maheśvara,,,,,,,,,
Person,85480,Maheśvara,,Maheśvara,,,,,,1170,1170
Person,97173,Maheśvara,,,,,,,,,
Person,102661,Maheśvara,,,,,,,,,
Person,106581,Maheśvara,,,,,,,,1114,1114
Person,111122,Maheśvara,,Kavi,,,,,,1111,1111
Person,112284,Maheśvara,,,,,,,,,
Person,86748,Maheśvara Nyāyālaṅkāra Bhaṭṭācārya,,"Bhaṭṭācārya, Other social identifier",,,,,,1916,1600
Person,85833,Maheśvara Sūri,,"Maheśvara, Sūri",,,,,,1516,1516
Person,114540,Maheśvara Tīrtha,,,,,,,,,
Person,87490,Maheśvara Tīrtha,,Maheśvara,,,,,,,
Person,85451,Maheśvarānanda,Gorakṣa,,,,,,,1150,1150
Person,86081,Maheśvarānanda Sarasvatī,,Sarasvatī,,,,,,1630,1630
Work,112328,Maheśvarasaṃhitā,,,,,Hinduism (general),,,,
Work,90700,Māheśvarī on Gaṅgeśa's Tattvacintāmaṇi,,,85798,Narahari Upādhyāya,,90147,Tattvacintāmaṇi,,
Person,112790,Mahidāsa,Aitareya,,,,,,,,
Person,113032,Mahidāsa,,,,,,,,1556,1556
Person,41056,Mahīdāsabhaṭṭa,,,,,,,,,
Person,85881,Mahīdhara,,,,,,,,1550,1550
Person,102640,Mahīdhara,,,,,,,,,
Person,109987,Mahīdhara,,Miśra,,,,,,,
Person,96358,Mahima Bhaṭṭa,"Mahimabhaṭṭa, Bhaṭṭamahima",Bhaṭṭa,,,,,,11,11
Person,40445,Mahimasamudra,,Śvetāmbara,,,,,,1700,1650
Person,86050,Mahimāsiṃha,,,,,,,,1618,1618
Work,110979,Mahimnaḥstotra,,,109569,Puṣpadanta,Śaivism (general),,,,
Work,110980,Mahimnaḥstotra,,,,,Śaivism (general),,,,
Work,109570,Mahimnastava,"Śivamahimna-stotra, Dhūrjaṭistotram, Śivamahimnaḥ stava, Mahimnaḥ stava, Śivamahimnaḥ stotra, Mahimnaḥ stotra, Mahimnaḥ-pāra stava, Mahimnaḥ-pāra stotra, Mahimna-stava, Mahimna-stotra, Śivamahimna-stava",,109569,Puṣpadanta,"Kāvya, Śaivism (general)",,,850,850
Work,113151,Mahimnastotra,,,113150,Puṣpadanta,,,,,
Work,109571,Mahimnastotra-ṭīkā,Madhusūdanī ṭīkā,,85928,Madhusūdana Sarasvatī,"Kāvya, Śaivism (general)",109570,Mahimnastava,1580,1580
Work,42309,Mahīpālacaritra,,,40959,Cāritrasundara,,,,1450,1450
Person,85770,Mahīsāgara,,,,,,,,1471,1471
Person,114122,Mahmud Begada,"Mahmada Suratrāṇa, Mahmud Shah I, Abu'l Fath Nasir-ud-Din Mahmud Shah I",Sultān,,,,,,1511,1445
Person,113927,Maḥmūd b. Yaḥyā b. al-Ḥasan al-Kāshī,(al-mulaqqabbih) ‘Imād al-Munajjim,,,,,,,,
Work,42344,Mahodadhi,,,,,,,,,
Person,85270,Mahodadhi,,,,,,,,850,850
Work,89164,Mahopadeśaviṃśatīkā,,,85352,Abhinavagupta,Kashmir Śaivism,,,,
Person,87491,Mahopādhyāya Bhaṭṭa,,"Bhaṭṭa, Mahopādhyāya",,,,,,,
Work,96045,Mahopaniṣad,,,,,,,,,
Person,113972,Māhuka,Mādhuka,,,,,,,,
Person,40289,Mairammadā,,,,,,,,,
Work,115964,Maitrakanyakāvadāna,,,,,Buddhism (general),,,,
Work,41894,Maitrāyaṇīypaniṣad,"Maitrī upaniṣad, Maitrāyaṇopaniṣad, Maitrāyaṇyupaniṣad, Maitreyīśākhopaniṣad, Maitreyopaniṣad, Maitreyyupaniṣad, Maitryupaniṣad",,,,,,,,
Work,96046,Maitrāyaṇyupaniṣad,,,,,,,,,
Person,40620,Maitreya Rakṣita,,,,,,,,1118,1088
Work,88385,Maitreya(bodhisattva)paripṛcchāsūtra,,,,,,,,485,485
Work,88389,Maitreya(mahā)siṃhanādasūtra,,,,,,,,491,491
Work,88399,Maitreya(mahā)siṃhanādasūtra,,,,,,,,510,510
Person,87492,Maitreyanātha,,,,,,,,,
Work,88065,Maitreyaparipṛcchāparivartasūtra,Maitreyabodhisattvasūtra,,,,,,,250,250
Work,96047,Maitreyasaṃnitanātaka,,,,,,,,,
Work,88201,Maitreyavyākaraṇasūtra,,,,,,,,350,350
Work,115634,Maitreyi pratijña sutradhāraṇī,,,,,Buddhism (general),,,,
Work,96048,Maitreyyupaniṣad,,,,,,,,,
Work,116274,Maitrī pratijñā dhāraṇī,,,,,Buddhism (general),,,,
Work,88324,Maitrībhāvanāsūtra,,,,,,,,410,410
Person,85393,Maitrīpa,,,,,,,,1085,1007
Work,116275,Maitrīya Dhāraṇī,,,,,Buddhism (general),,,,
Work,42077,Maitrypaniṣadbhāṣya,"Maitrāyaṇīyopaniṣadbhāṣya, MaitrāyaNo.aniṣadbhāsya, Maitrāyaṇyopaniṣadbhāṣya, Maitreyīśākhopaniṣadbhāṣya, Maitreyopaniṣadbhāṣya, Maitreyyupaniṣadbhāṣya, Maitrypaniṣadbhāṣya",,,,,,,,
Work,115786,Maj~juvajramukhākhyāna,,,,,Buddhism (general),,,,
Work,96641,Majma al-Bahrain,Majma ul-Bahrain,,96640,Dārā Shikoh,"Sufism, Vedānta (general)",,,1656,1656
Work,114246,Makaranda,Kuvalayānandamakaranda,,86561,Anantācārya,Alaṃkāraśāstra,41631,Kuvalayānanda,,
Person,111337,Makaranda,,Sūri,,,,,,,
Work,90744,Makaranda on Raghunātha's Padārthatattvanirūpaṇa,,,85819,Rucidatta,,90766,Padārthatattvanirūpaṇa,,
Work,92607,Makaranda on the Uttaraḍhyāyanasūtra,,,86251,Dharmamandira Upadhyāya,,96173,Uttarādhyāyanasūtra,,
Work,90743,Makaranda on Vardhamāna's Nyāyakusumāñjaliprakāśa,,,85819,Rucidatta,,90251,Prakāśa,,
Work,114254,Makarandajharī,,,114253,Kuravi Rāmakavi,Alaṃkāraśāstra,41631,Kuvalayānanda,,
Work,108367,Makarandapañcāṅgopapatti,,,,,Jyotiḥśāstra,,,,
Work,106990,Makarandasāraṇī,,,,,Jyotiḥśāstra,,,,
Work,106046,Makarandasāriṇī,[Makarandasāriṇī],,,,Jyotiḥśāstra,,,,
Work,106048,Makaranda[sāriṇī],,,,,Jyotiḥśāstra,,,,
Work,106082,Makarandastutiṭīkā,Makaranda[st]utiṭīkā,,,,Jyotiḥśāstra,,,,
Work,106043,Makarandavivaraṇa,,,,,Jyotiḥśāstra,,,,
Work,106085,Makarandīyapañcāṅgopapatti,,,,,Jyotiḥśāstra,,,,
Work,106049,Makarandodāharaṇa,,,,,Jyotiḥśāstra,,,,
Work,105091,Mākṣikasattvapātanavidhi,,,,,Vaidyaśāstra,,,,
Person,112208,Maku,,,,,,,,,
Work,92396,Mālādhāraṇavāda,,,86205,Puruṣottama Pītāmbara,Śuddhādvaita Vedānta,,,,
Work,93699,Māladhāranirṇayaprakāśa,,,86565,Rāmakṛṣṇa Bhaṭṭa,Śuddhādvaita Vedānta,,,,
Person,85421,Maladhāri Hemacandra,,Maladhāri,,,,,,1120,1120
Person,85632,Maladhārin Bālacandra,,,,,,,,1350,1350
Work,110880,Malamāsavrata,,,,,Purāṇa,,,,
Work,42321,Malamūtraparīkṣā,,,,,Vaidyaśāstra,,,,
Work,88320,Malarājasūtra,,,,,,,,405,405
Work,96249,Mālatīmādhava,,,96248,Bhavabhūti,"Kāvya, Nāṭya",,,700,700
Work,96672,Mālatīmādhavaṭīkā,,,96670,Harihara,,96249,Mālatīmādhava,1216,1216
Work,96674,Mālatīmādhavaṭīkā,,,96673,Jagaddhara,Nāṭya,96249,Mālatīmādhava,1450,1450
Work,97244,Mālavikāgnimitra,,,40377,Kālidāsa,,,,,
Person,85479,Malayagiri,Malayagirisūri,Sūri,,,,,,1170,1170
Work,104765,Malhamanirmāṇavidhi,,,,,Vaidyaśāstra,,,,
Work,89165,Mālinīvijayavārtika,"Mālinīvijaya(uttara)tantra(vārttika), (Śrī)Mālinīvijaya(uttara)tantra(vārttika)",,85352,Abhinavagupta,Kashmir Śaivism,116075,Mālinīvijayottaratantra,,
Work,116075,Mālinīvijayottaratantra,Mālinīvijayatantra,,,,Kashmir Śaivism,,,,
Person,40547,Malladeva (of yodhapura),,,,,,,,1568,1551
Person,86805,Mallādi Rāmakṛṣṇa,,,,,,,,1925,1925
Person,85785,Mallaṇārādhya,,,,,,,,1490,1490
Person,108731,Mallappayya,,,,,,,,970,900
Work,41330,Mallaprakāśa,,,40383,Lokanātha,Vaidyaśāstra,,,1568,1568
Person,40947,Mallāri,,,,,,,,,
Person,87493,Mallārī,,,,,,,,,
Work,107069,Mallārisāraṇī,,,,,Jyotiḥśāstra,,,,
Person,85260,Mallavādin,,,,,,,,825,825
Person,85167,Mallavādin Kṣamāśramaṇa,,,,,,,,550,550
Person,40716,Mallaya yajvā,,,,,,,,1473,1473
Person,40366,Mallinātha,,,,,,,,,
Person,40507,Mallinātha,,,,,,,,1720,1720
Person,40899,Mallinātha,,,,,,,,,
Person,96393,Mallinātha,"Mallināthasūri, Kolācalamallināthasūri","Mahāmahopādhyāya, Sūri",,,,,,1450,1375
Person,110242,Mallinātha,,,,,,,,1200,1200
Person,116313,Mallināthasuta,,,,,,,,,
Person,85584,Malliṣeṇa,,,,,,,,1292,1292
Person,40258,Mammaṭa,"Mammaṭācārya, Rājānaka Mammaṭa",Rājānaka,,,,,,1100,1100
Person,113941,Manabharī Devī,,,,,,,,1922,1922
Person,87495,Mānadāsa,,,,,,,,,
Work,90960,Manahśikṣā,,,85896,Raghunātha Dāsa,,,,,
Work,94169,Manaḥśikṣā,,,86765,Giridhara Dāsa,Śuddhādvaita Vedānta,,,,
Person,40447,Mānakavi,"Kavimāna, Mānamuni",,,,,,,1688,1688
Work,92464,Manamālā,,,86207,Kṛṣṇānanda Sarasvatī,Advaita Vedānta,,,,
Work,89299,Mānamanohara,,,85376,Vādi Vāgīśvara,Nyāya,,,,
Work,94365,Mānameyaprakāśikā,,,86862,Harijīvanadāsa Śāstrin,Viśiṣṭādvaita Vedānta,,,,
Work,91742,Mānameyodaya,,,86100,Nārāyaṇa Bhaṭṭa,Bhāṭṭa Mīmāṃsā + Mīmāṃsā,90767,Tattvacintāmaṇidīdhiti,,
Work,101617,Mananākhyaprakaraṇa,,,101616,Vāsudevānandatīrtha,,,,,
Work,101602,Mananaprakaraṇa,,,,,,,,,
Work,41799,Mānaparibhāṣā,,,40352,Bhāvamiśra,Vaidyaśāstra,,,,
Work,113849,Manasādevīdvādaśanāmastotra,Nāgabhayanivāraṇastora,,,,Purāṇa,,,,
Work,101734,Mānasapaṅka,,,85218,Śaṃkara,,,,,
Person,97147,Manasārāma,,,,,,,,,
Work,112322,Mānasasnānastotra,,,40974,Vyāsadeva,Purāṇa,,,,
Work,88815,Mānasollāsa on Śaṃkara's Dakṣiṇāmūrtistotra,Dakṣiṇāmūrtistotravārttika,,85244,Sureśvara,,88644,Dakṣiṇāmūrtistotra,,
Work,101739,Mānasollāsaprakaraṇa,,,86031,Rāmatīrtha,,88815,Mānasollāsa on Śaṃkara's Dakṣiṇāmūrtistotra,,
Work,92309,Manassambodhana,,,86192,Kṛṣṇānanda Sarasvatī,Advaita Vedānta,,,,
Work,94490,Manasvinīvyākhyā on Īśā Upaniṣad,,,86916,Bālakṛṣṇa Śāstrī,Śuddhādvaita Vedānta,95999,Īśā(vāsya)upaniṣad,,
Work,94491,Manasvinīvyākhyā on Kena Upaniṣad,,,86916,Bālakṛṣṇa Śāstrī,Śuddhādvaita Vedānta,96024,Kenopaniṣad,,
Person,40834,Mānatuṅga,,,,,,,,,
Person,85555,Mānavacakam Kāṭantar,,,,,,,,1255,1255
Work,115772,Mānavadharmaśāstra,,,,,Dharmaśāstra,,,,
Person,85717,Manāvala,"Manāvala(maha)muni, Maṇavāḷa Māmuṉi",Muni,,,,,,1440,1440
Person,86233,Mānavijaya,,,,,,,,1688,1688
Work,109717,Mānayathātmyanirṇaya,,,109716,Varada Viṣṇu Miśra,Viśiṣṭādvaita Vedānta,,,12,12
Work,96049,Maṇḍalabrāhmaṇopaniṣad,,,,,,,,,
Work,114893,Maṇḍalakathāparivarta,,,,,Buddhism (general),,,,
Work,88562,Maṇḍalāṣṭasūtra,,,,,,,,610,610
Work,115736,Maṇḍalopāyikā,Maṇḍalopaṣikā,,115737,Padmaśrīmitra,Buddhism (general),,,,
Work,94335,Maṇḍana on Maṇḍana Miśra's Mīmāṃsānukramaṇikā,,,86843,Gaṅgānātha Jhā,,88612,Mīmāṃsānukramaṇikā,,
Person,85210,Maṇḍana Miśra,,,,,,,,690,690
Person,41053,Maṇḍanācārya,,Śrīmāla,,,,,,,
Work,90784,Mandānukampinī,Nyāyakusumāñjalimandānukampinī,,85832,Mādhava Sarasvatī,,89093,Nyāyakusumāñjali,,
Work,93260,Mandaprabodha on Jayatīrtha's Tattvodyotaṭīkā,,,86426,Narasiṃha Yati,,90359,Ṭīkā,,
Work,94795,Mandāramāla on Madhva's Tattvasaṃkhyāna,,,87145,Bhagavān Rāja,,,,,
Work,90888,Mandāramañjarī,Bhāvaprakāśikā on Jayatīrtha's  Māyāvādakhaṇḍanaṭīkā,,85861,Vyāsatīrtha,,90350,Ṭīkā on Madhva's Māyāvādakhaṇḍana,,
Work,90889,Mandāramañjarī on Jayatīrtha's Mithyātvānumānakhaṇḍanaṭīkā,,,85861,Vyāsatīrtha,,90351,Ṭīkā on Madhva's Mithyātvānumānakhaṇḍana,,
Work,90893,Mandāramañjarī on Jayatīrtha's Pramāṇalakṣaṇanyāyakalpalatikā,,,85861,Vyāsatīrtha,,90353,Nyāyakalpalatā,,
Work,90896,Mandāramañjarī on Jayatīrtha's Tattvavivekaṭīkā,,,85861,Vyāsatīrtha,,90358,Ṭīkā on Madhva's Tattvaviveka,,
Work,90897,Mandāramañjarī on Jayatīrtha's Upādhikhaṇḍanatattvaprakāśa,,,85861,Vyāsatīrtha,,90360,Tattvaprakāśa,,
Work,115774,Māndhātāvadāna,,,,,Buddhism (general),,,,
Work,88543,Māṇḍūkyakārikās,"Āgamaśāstra, Gauḍapādīyakārikās",,85189,Gauḍapāda,Advaita Vedānta,96050,Māṇḍūkyopaniṣad,,
Work,94517,Māṇḍūkyarahasyavivṛti,,,86935,Saccidānandendra Sarasvatī,Advaita Vedānta,,,,
Work,96050,Māṇḍūkyopaniṣad,,,,,,,,,
Work,92638,Māṇḍūkyopaniṣadbhāṣya,,,86264,Gauḍa Brahmānanda Sarasvatī,Advaita Vedānta,96050,Māṇḍūkyopaniṣad,,
Person,86777,Maṅgala Nātha,,Maṅgala,,,,,,1920,1920
Person,86759,Maṅgala Vijaya Mahārāja,,"Maṅgala, Mahārāja",,,,,,1918,1918
Work,91617,Maṅgaladīpikā on Mahācārya's Vedāntavijaya,,,86062,Sudarśana Guru,,91332,Vedāntavijaya,,
Work,108316,Maṅgalādiyoginīdaśāphala,,,,,Jyotiḥśāstra,,,,
Work,113237,Maṅgalaśloka,,,,,,,,,
Work,112243,Maṅgalāṣṭaka,,,112242,Kālidāsa,Hinduism (general),,,,
Work,88396,Maṅgalāṣṭakasūtra,,,,,,,,492,492
Work,90823,Maṅgalavāda,,,85845,Vallabha,,,,,
Work,91760,Maṅgalavāda,,,86103,Harirāma Tarkavāgīśa,Nyāya,,,,
Work,106628,Maṅgalavicāra,,,,,Jyotiḥśāstra,,,,
Person,86750,Maṅgalavijaya,,,,,,,,1916,1916
Person,101821,Maṅgalaviṣṇu,,,,,,,,,
Person,114034,Maṇi,,,,,,,,1320,1320
Work,95276,Maṇi on Varavaramuni's Adhyātmacintā,,,87551,Nārāyaṇa Muni,,93299,Adhyātmacintā,,
Person,87496,Maṇibhadra,,,,,,,,,
Work,115575,Māṇibhadra dhāraṇī,,,,,Buddhism (general),,,,
Work,115732,Maṇicūḍāvadāna,,,,,Buddhism (general),,,,
Work,95202,Maṇidarpaṇa on Raghunātha Śiromaṇi's  Tattvacintāmaṇidīdhiti,,,87482,Mahādeva,,90767,Tattvacintāmaṇidīdhiti,,
Work,94755,Maṇidīpa on Buddhaghoṣa's Dhammasaṅganī-Aṭṭhasālinī,,,87110,Ariyavaṃsa Carīya,,88327,Upāyakauśalyasūtra,,
Person,113892,Maṇika,,,,,,,,,
Work,92182,Maṇikaṇa,,,,,,,,1660,1660
Person,40633,Maṇīkanṭḥa,,,,,,,,,
Person,87497,Maṇikaṇṭha Bhaṭṭācārya,,Bhaṭṭācārya,,,,,,,
Person,85592,Maṇikaṇṭha Miśra,,,,,,,,1300,1300
Work,110901,Maṇikarṇikāstotra,,,85218,Śaṃkara,Purāṇa,,,,
Work,109586,Māṇikkamālai,,,85562,Periyavacchan Pillai,Viśiṣṭādvaita Vedānta,,,,
Person,40537,Māṇikyabhaṭṭa,Māṇikabhaṭṭa,,,,,,,1500,1500
Person,87494,Māṇikyacandra,Māṇikyacandrasūri,"Jaina, Sūri",,,,,,1220,1160
Person,86280,Māṇikyagaṇi,,,,,,,,1703,1703
Work,106055,Māṇikyajātaka,,,,,Jyotiḥśāstra,,,,
Person,85306,Maṇikyanandin,,,,,,,,950,950
Person,85702,Māṇikyaśekhara Sūri,,Sūri,,,,,,1425,1425
Work,95239,Maṇimālā on Nāgārjuna's Pañcākrama,,,87515,Nāgabodhi,,95244,Pañcakrama,,
Work,96051,Maṇimañjarī,,,,,,,,,
Work,101575,Maṇimañjarī,,,101574,Nārāyaṇa Paṇḍitācārya,,,,,
Work,97201,Maṇimañjūṣikā,Brahmasūtratattvaratnāvalīmaṇimañjūṣikā,,87798,Śrīnivāsācārya,,95558,Tattvaratnāvalī,,
Work,90901,Maṇimarīcinibandha  on Gaṅgeśa's  Tattvacintāmaṇi,,,85863,Jānakīnātha Bhaṭṭācārya Cūḍāmaṇi,,90147,Tattvacintāmaṇi,,
Work,88487,Maṇimekhalai,,,,,,,,550,550
Work,94002,Manīprabhā on Dharmarāja's Vedāntaparibhāṣā,,,86658,Amaradāsa,,91549,Vedāntaparibhāṣā,,
Work,92332,Maṇiprabhā on Patañjali's Yogasūtras,,,86198,Rāmānanda Sarasvatī,,88183,Yogasūtra,,
