Content type,ID,Name,Aka,Social identifiers,Authors (IDs),Authors (names),Discipline,Base texts (IDs),Base texts (names),Highest Year,Lowest Year
Work,94445,Brahmānandīyabhāvaprakāśa,,,86897,Pañcapageśa Śāstrin,,,,,
Work,111278,Brāhmaṇasarvasva,,,,,Dharmaśāstra,,,,
Work,112574,Brāhmaṇasarvasva,,,85488,Halāyudha Bhatṭa,Dharmaśāstra,,,,
Work,112767,Brāhmaṇasarvasva (Daśakarmamantra),,,85488,Halāyudha Bhatṭa,Dharmaśāstra,,,,
Work,108294,Brahmāṇḍagolanirūpaṇa,,,,,Jyotiḥśāstra,,,,
Work,97296,Brahmāṇḍapurāṇa,,,,,Purāṇa,,,,
Work,111240,Brahmāṇḍottara Purāṇa,,,,,Purāṇa,,,,
Work,94029,Brahmanikam,,,86676,Vāsudeva Brahmendra Sarasvatī,,,,,
Work,95167,Brahmānubhava Ahaval,,,87449,Kumāra Deva,,,,,
Work,95158,Brahmānubhūtivilakkam,,,87449,Kumāra Deva,,,,,
Work,88640,Brahmānucintana,Ātmacintana,,85218,Śaṃkara,Advaita Vedānta,,,,
Person,101508,Brahmaṇyatīrtha,,,,,,,,,
Work,93094,Brahmapadaśaktivāda,,,86371,Śrīnivāsa Śrīśailayogin,,,,,
Work,93660,Brahmapadaśaktivāda,,,86561,Anantācārya,Viśiṣṭādvaita Vedānta,,,,
Work,92963,Brahmapraṇavadīpikā,,,86323,Upaniṣad Brahmayogin,Advaita Vedānta,,,,
Work,95962,Brahmapurana,,,,,,,,,
Person,85874,Brahmarsī,,,,,,,,1542,1542
Person,86856,Brahmarṣi Satyadeva,,,,,,,,1932,1932
Work,93661,Brahmaśabdavāda,,,86561,Anantācārya,Viśiṣṭādvaita Vedānta,,,,
Work,93748,Brahmaśabdavicāra,,,86586,Kṛṣṇa Tātācārya,,,,,
Work,91966,Brahmasambandhavākyakaṭhanāṃśavivecanam,,,86120,Harirāja,,,,,
Work,98172,Brahmasambodhinī,Gītāsāraṭīkā,,98171,Śrīdharācārya,Vedānta (general),98157,Gītāsāra,,
Work,95097,Brahmasiddhānta,,,87395,Kātyāyana,Vedānta (general),,,,
Work,88791,Brahmasiddhāntasamuccaya,,,85238,Haribhadra Sūri,,,,,
Work,105868,Brahmasiddhāntīyakūṭavivaraṇa,,,,,Jyotiḥśāstra,,,,
Work,88611,Brahmasiddhi,,,85210,Maṇḍana Miśra,Advaita Vedānta,,,,
Work,95163,Brahmasiddhi Ahaval,,,87449,Kumāra Deva,,,,,
Work,105866,Brahmasiddhisphuṭasiddhāntodāharaṇa,,,,,Jyotiḥśāstra,,,,
Work,95828,Brahmaśrīvyākaraṇasūtra,,,,,,,,,
Person,40862,Brahmasūri,,,,,,,,,
Work,88037,Brahmasūtra,"Vedāntasūtra, Śārīrakamīmāṃsāsūtra, Brahmamīmāṃsāsūtra",,85088,Bādarāyaṇa,Vedānta (general),,,,
Work,88641,Brahmasūtrabhāṣya,Śārīrakasūtrabhāṣya,,85218,Śaṃkara,Advaita Vedānta,88037,Brahmasūtra,,
Work,89940,Brahmasūtrabhāṣya,,,85566,Madhva,Dvaita Vedānta,88037,Brahmasūtra,,
Work,100672,Brahmasūtrabhāṣya,,,,,Vedānta (general),88037,Brahmasūtra,,
Work,100685,Brahmasūtrabhāṣya,,,,,Vedānta (general),88037,Brahmasūtra,,
Work,100759,Brahmasūtrabhāṣya,"Brahmamīmāṃsābhāṣya, Śrīkaṇṭhabhāṣya",,108602,Śrīkaṇṭhaśivācārya,Vedānta (general),88037,Brahmasūtra,,
Work,90749,Brahmasūtrabhāṣyadīpikā,,,85821,Jagannāthāśrama,,,,,
Work,93000,Brahmasūtrabhāṣyasthapūrvapakṣasaṃgrahakārikā,,,86329,Veṅkatācārya,Viśiṣṭādvaita Vedānta,,,,
Work,100618,Brahmasūtrabhāṣyaṭīkā,Nyāyanirṇaya,,97590,Ānandajñāna,,88037,Brahmasūtra,,
Work,100724,Brahmasūtrabhāṣyaṭīkā,,,86184,Nārāyaṇācārya,,88037,Brahmasūtra,,
Work,92660,Brahmasūtrabhāṣyavarttika,,,86268,Nārāyaṇa Tīrtha,,,,,
Work,100779,Brahmasūtrabhāṣyavyākhyā,,,,,Vedānta (general),88037,Brahmasūtra,,
Work,91274,Brahmasūtrādhikaraṇasaṃkhyānirṇayasaṃgraha,,,85956,Ahomatha,,,,,
Work,93063,Brahmasutrādhikraṇārthasaṅgraha,,,86356,Padmanābhācārya,,,,,
Work,100707,Brahmasūtradīpikā,Sūtradīpikā,,41028,Śaṅkarānanda,,,,,
Work,92313,Brahmasuṭrakutūhala,,,86192,Kṛṣṇānanda Sarasvatī,,88037,Brahmasūtra,,
Work,96627,Brahmasūtranibaddhādhikaraṇanāmāvalī,,,85933,Vādirāja Tīrtha,Dvaita Vedānta,,,,
Work,89941,Brahmasūtrāṇubhāṣya,Aṇuvedānta,,85566,Madhva,Dvaita Vedānta,88037,Brahmasūtra,,
Work,94422,Brahmasūtranyūnasiddhi,,,86885,Kṛṣṇa Śāstrin Karuṅgalam,Advaita Vedānta,,,,
Work,91319,Brahmasutrārthasaṅgraha,,,85974,Śaṭhakopa Muni,,,,,
Work,95434,Brahmasūtravṛtti,"Vidvajjanamanohara, Vyāsasūtravṛtti",,86030,Raṅgoji Bhaṭṭa,,88037,Brahmasūtra,,
Work,111570,Brahmasūtravṛtti,,,,,Advaita Vedānta,,,,
Work,94965,Brahmasūtravṛttisāra,,,87279,Gopāla Rāma,,,,,
Work,100690,Brahmasūtravyākhyānaṭīkā,,,85651,Jayatīrtha,Vedānta (general),88037,Brahmasūtra,,
Work,92965,Brahmataraṣoḍaśasamādhi,,,86323,Upaniṣad Brahmayogin,Advaita Vedānta,,,,
Work,94203,Brahmatattvanirbhasa,,,86781,Kunhan Pillai Cattanpi Svamikel,,,,,
Work,91591,Brahmatattvasubodhinī,,,86056,Gopālānandāśrama,Advaita Vedānta,,,,
Work,92307,Brahmatattva(su)bodhinī,,,86192,Kṛṣṇānanda Sarasvatī,Advaita Vedānta,,,,
Work,105880,Brahmatulyakaraṇa,,,,,Jyotiḥśāstra,,,,
Work,92386,Brahmatvādidevatāvāda,,,86205,Puruṣottama Pītāmbara,Śuddhādvaita Vedānta,,,,
Work,91839,Brahmāvabodha,,,86111,Mukunda Muni,Advaita Vedānta,,,,
Work,91936,Brahmavāda,,,86120,Harirāja,,,,,
Work,92387,Brahmavāda,,,86205,Puruṣottama Pītāmbara,Śuddhādvaita Vedānta,,,,
Work,92572,Brahmavāda,,,86237,Vrajanātha,Śuddhādvaita Vedānta,90834,Siddhāntamuktāvali,,
Work,92898,Brahmavāda,,,86301,Vrajarāja,Śuddhādvaita Vedānta,,,,
Work,100315,Brahmavādakārikā,,,100314,Gokulabhaṭṭa,,91936,Brahmavāda,,
Work,95608,Brahmavādārtha on Vallabha's Pātrāvalambana,,,87842,Tapīśa,,90828,Patrāvalambana,,
Work,109843,Brahmavaivarta Purāṇa,,,88000,Vyāsa,Purāṇa,,,,
Work,93867,Brahmavicāra,,,86627,Rākhaladāsa Nyāyaratna Bhaṭṭācārya,,,,,
Work,90289,Brahmavidāśīrvādapaddhatī,,,85636,Vidyāraṇya,Advaita Vedānta,,,,
Work,114695,Brahmavidopaniṣad,,,,,,,,,
Work,114877,Brahmavidupaniṣad,Brahmavyopaniṣad,,,,Advaita Vedānta,,,,
Work,93165,Brahmavidyābharaṇa,Tātparyadīpikā on Śaṃkara's Brahmasūtrabhāṣya,,86395,Advaitānanda Tīrtha,,88641,Brahmasūtrabhāṣya,,
Work,94822,Brahmavidyābharaṇa,,,87172,Brahmeśvara Bhaṭṭa,Śuddhādvaita Vedānta,,,,
Work,90274,Brahmavidyāsudhārṇava,,,85631,Paramānanda Tīrtha,Advaita Vedānta,,,,
Work,91324,Brahmavidyāvijaya,,,85975,Mahācārya,Viśiṣṭādvaita Vedānta,,,,
Work,95963,Brahmavidyopaniṣad,,,,,,,,,
Work,93197,Brahmavinnidhi,,,86408,Veṅkaṭa Yogin,Advaita Vedānta,,,,
Work,112307,Brahmayajña,,,,,Dharmaśāstra,,,,
Work,114961,Brahmayajñaprayoga,,,,,Buddhism (general),,,,
Work,110914,Brahmayāmala,,,,,Hinduism (general),,,,
Person,85964,Brahmendra Sarasvatī,,Sarasvatī,,,,,,1590,1590
Person,87172,Brahmeśvara Bhaṭṭa,,Bhaṭṭa,,,,,,,
Work,41828,Brāhmīcūrṇavidhi,,,,,Vaidyaśāstra,,,,
Work,95964,Brahmopaniṣad,,,,,,,,,
Work,111490,Brahmottara Khaṇḍeyam,,,,,,,,,
Work,112271,Brahmottarakhaṇḍa,,,,,Purāṇa,,,,
Work,112274,Brahmottarakhaṇḍa,,,,,Purāṇa,,,,
Work,95479,Brahmottaratattvaratnamālā,,,87726,Śaṃkara Miśra,Advaita Vedānta,,,,
Work,42487,Bṛhaccabdenduśekhara,,,40667,Nāgeśabhaṭṭa,,42434,Siddhāntakaumudī,,
Work,42452,Bṛhacchabdaratna,Śabdaratna,,40672,Haridīkṣita,Vyākaraṇa,42451,Prauḍhamanoramā,,
Work,89062,Bṛhad- and Laghu-Dravyasaṃgraha,,,85325,Kanakanandin,Jainism (general),,,,
Work,112157,Bṛhadāraṇyakabhāṣyaṭīkā,,,85588,Ānandagiri,Vedānta (general),112156,Bṛhadāraṇyakavṛtti,,
Work,112156,Bṛhadāraṇyakavṛtti,,,85218,Śaṃkara,Vedānta (general),95965,Bṛhadāraṇyakopaniṣad,,
Work,114975,Bṛhadāraṇyakavyākhyāmitākṣāra,,,,,Vedānta (general),95965,Bṛhadāraṇyakopaniṣad,,
Work,95965,Bṛhadāraṇyakopaniṣad,,,,,,,,,
Work,88642,Bṛhadāraṇyakopaniṣadbhāṣya,,,85218,Śaṃkara,Advaita Vedānta,95965,Bṛhadāraṇyakopaniṣad,,
Work,88814,Bṛhadāraṇyakopaniṣadbhāṣyavārttika,,,85244,Sureśvara,,88642,Bṛhadāraṇyakopaniṣadbhāṣya,,
Work,41953,Bṛhaddaśamūlataila,,,,,Vaidyaśāstra,,,,
Work,112291,Bṛhadrāmāyaṇa,,,108861,Vālmīki,Kāvya,,,,
Work,114697,Bṛhadṛgvidhāna,,,,,Veda,,,,
Work,89627,Bṛhadvākyavṛtti,,,85464,Vedottama Bhaṭṭāraka,Advaita Vedānta,,,,
Work,42455,Bṛhadvṛtti,,,85489,Hemacandra,Vyākaraṇa,42454,Siddhahema Śabdānuśāsana,,
Work,105885,Bṛhadyātrā,,,108559,Varāhamihira,Jyotiḥśāstra,,,,
Work,42179,Bṛhadyogaśata,,,40918,Pūrṇasena,Vaidyaśāstra,,,,
Work,41302,Bṛhadyogataraṅginī,,,40347,Trimallabhaṭṭa,Vaidyaśāstra,,,,
Work,95831,Bṛhadyogyayājñavalkya,,,,,,,,,
Work,112298,Bṛhadyonitantra,,,,,Tantra,,,,
Work,95966,Bṛhajjābālopaniṣad,,,,,,,,,
Work,105805,Bṛhajjātaka,,,108559,Varāhamihira,Jyotiḥśāstra,,,,
Work,105657,Bṛhajjātakavṛtti,,,112080,Bhaṭṭotpala,Jyotiḥśāstra,105805,Bṛhajjātaka,,
Work,108488,Bṛhajjyotiṣārṇava,,,108625,Sūnṛtavādi Kadambeśvara,Jyotiḥśāstra,,,,
Work,114770,Bṛhannāradīyapurāṇa,,,,,Purāṇa,,,,
Work,112901,Bṛhannārāyaṇopaniṣad,"Mahānārāyaṇopaniṣad, Yājñikyupaniṣad",,,,Hinduism (general),,,,
Work,105130,Bṛhannighaṇṭu,(Bṛhan)Nighaṇṭu,,,,Vaidyaśāstra,,,,
Work,105847,Bṛhaspaticakrāticārakālanirṇaya,,,,,Jyotiḥśāstra,,,,
Work,114768,Bṛhaspatiśānti,,,,,Dharmaśāstra,,,,
Work,41739,Bṛhata mahābhāṣyapradīpavivaraṇa,,,40761,Īśvarānanda sarasvatī,,,,,
Work,88617,Bṛhatī on Śabara's Mīmāṃsāsūtrabhāṣya,,,85213,Prabhākara,,88312,Śābarabhāṣya,,
Work,113399,Bṛhat-jātaka,"Mahajjātakamālā, Mahājātakamālā",,,,"Buddhism (general), Kāvya",,,,
Work,95967,Bṛhatkathā,,,,,,,,,
Work,114973,Bṛhatpārāśarahorāśāstra,,,114972,Parāśara,Jyotiḥśāstra,,,,
Work,88874,Bṛhatpramanyakarika,,,85255,Śaṃkaranandana,,,,,
Work,88534,Bṛhatsaṃgrāhaṇī,Bṛhatkṣetrasamāsa,,85185,Jinabhadra Gaṇi Kṣamāramaṇa,Jainism (general),,,,
Work,89409,Bṛhatsaṃgrāhaṇī and Vṛtti thereon,,,85402,Jinavallabha Sūri,Jainism (general),,,,
Work,89360,Bṛhatsaṃgrahaṇīprakaraṇa,,,85390,Śāntisūri,Jainism (general),,,,
Work,105835,Bṛhatsaṃhitā,,,108559,Varāhamihira,Jyotiḥśāstra,,,,
Work,91395,Bṛhatśāntiṭīkā,,,85993,Harṣakīrti Sūri,Jainism (general),,,,
Work,93108,Bṛhaṭṭīkā on Gaṅgeśa's Tattvacintāmaṇi,,,86379,Kṛṣṇa Bhaṭṭa,,90147,Tattvacintāmaṇi,,
Work,89555,Brhattika on Jinavallabha's Samghapattakaprakarana,,,85449,Jinadatta,,,,,
Work,89835,Bṛhatṭīkā on Jinavallabha’s Saṃghapaṭṭakaprakaraṇa,,,85526,Jinapati Sūri,,89421,Saṃghapaṭṭakaprakaraṇa,,
Work,88600,Bṛhaṭṭīkā on Śabara's Mīmāṃsaśāśtrabhāṣya,,,85206,Kumārila,,88312,Śābarabhāṣya,,
Work,94973,Bṛhaṭṭippaṇī on Gadādhara's Gādādharī,,,87285,Gosvāmin,,92258,Gādādharī,,
Work,93522,Bubhutsubodhikā on Chapter 10 of Vallabha's Subodhinī,,,86499,Gopeśvara,,90813,Subodhinī on the Bhāgavata Purāṇa,,
Person,86482,Bucci Veṅkaṭācārya,,,,,,,,1820,1820
Work,113458,Buddha Gīta,,,,,,,,,
Work,88541,Buddhabālādhānapratihāryavikūrvananirdeśa,,,,,,,,600,600
Work,115691,Buddhabhaṭṭarakasya daśabalāyatana stotra,,,,,Buddhism (general),,,,
Work,88436,Buddhābhidharmasūtra,,,,,,,,515,515
Work,88184,Buddhabhūmisūtra,,,,,,,,300,300
Work,88528,Buddhabhūmivyākhyāna,,,85182,Śīlabhadra,,,,,
Work,94789,Buddhabhūmyupadeśa,,,87140,Bandhuprabhā,,,,,
Work,95968,Buddhacarita,,,,,,,,,
Work,108935,Buddhacarita,,,108889,Aśvaghoṣa,"Buddhism (general), Kāvya",,,,
Work,113565,Buddhacaryā,,,,,Buddhism (general),,,,
Person,85094,Buddhadāsa,,,,,,,,100,100
Person,85136,Buddhadatta,,,,,,,,425,425
Person,85091,Buddhadeva,,,,,,,,100,100
Work,88270,Buddhadharmācintyanirdeśasūtra,,,,,,,,369,369
Work,88271,Buddhadhyānasamādhisāgarasūtra,,,,,,,,369,369
Person,85135,Buddhaghoṣa,,,,,,,,425,425
Work,113489,Buddhagīta,,,,,Buddhism (general),,,,
Work,115693,Buddhagīta stotra,,,,,Buddhism (general),,,,
Work,115343,Buddhagītastotra,,,,,Buddhism (general),,,,
Work,95969,Buddhagotra,,,,,,,,,
Work,88402,Buddhagotraśāstra,,,,,,,,495,495
Work,88564,Buddhahṛdayadhāraṇīsūtra,,,,,,,,610,610
Person,87173,Buddhajṇāna,,,,,,,,,
Work,89099,Buddhamakūṭasūtra,,,,,,,,990,990
Work,88382,Buddhanāmasūtra,,,,,,,,485,485
Person,85148,Buddhapālita,,,,,,,,480,480
Work,88195,Buddhapiṭakaduḥśīlanirgrahasūtra,,,,,,,,350,350
Work,88129,Buddhasaṃgītisūtra,,,,,,,,250,250
Person,85150,Buddhasena,,,,,,,,490,490
Person,40795,Buddhavarapu śāyanna,,,,,,,,,
Person,110326,Buddhikara,,,,,,,,1425,1425
Person,86795,Buddhisāgara,,,,,,,,1924,1924
Work,90621,Buddhisāgara,,,85755,Saṃgramasiṃha,,,,,
Person,85356,Buddhisāgarasūri,,,,,,,,1024,1024
Work,108587,Buddhoktasaṃsārāmaya,,,,,Buddhism (general),,,,
Person,108716,Budha,,,,,,,,1693,1693
Work,110442,Budhamanorañjanī,,,110441,Lakṣmaṇa Śāstrin,Alaṃkāraśāstra,41242,Kāvyaprakāśa,,
Work,106645,Budhaphala,,,,,Jyotiḥśāstra,,,,
Work,114681,Budharañjanī,,,114265,Veṅgalasūri,Alaṃkāraśāstra,114173,Candrāloka,,
Work,114700,Budhāṣṭamīvrata,,,,,Hinduism (general),,,,
Work,114699,Budhāṣṭamīvratakathā,Budhāṣṭamīvrata,,,,Hinduism (general),,,,
Person,40778,Bukkaṇa,,,,,,,,1377,1356
Work,114795,Bulabula,,,,,,,,,
Work,113463,Cacā (?) Unidentified,"Cacā Saphū,Caryāgītasaṁgraha (?)",,,,"Buddhism (general), Hinduism (general), Saṃgīta",,,,
Person,41040,Caciga,,,,,,,,,
Person,101656,Cainarāma,Jainarāma,,,,,,,,
Person,40491,Cainarūpa,,Jaina,,,,,,1778,1778
Person,40395,Cainasukha,,Kharataragaccha,,,,,,,
Person,85839,Caitanya,,,,,,,,1520,1520
Work,95120,Caitanyacaritāmṛta,,,87418,Kṛṣṇadāsa Kavirāja,,,,,
Work,109777,Caitrakūṭī,,,40885,Vararuci,"Kātantra, Vyākaraṇa",108985,Kātantrasūtra,400,400
Work,115206,Caityapuṅgala,,,,,Buddhism (general),,,,
Work,115208,Caityapuṅgava,,,,,Buddhism (general),,,,
Work,93383,Caityavandanacaturviṃśatikā and Svopajṇavṛtti thereon,,,86455,Kṣamākalyāṇagaṇi,,95970,Caityavandanasūtra,,
Work,89557,Caityavandanakulaka,,,85449,Jinadatta,,,,,
Work,115344,Caityavandanāstava,,,,,Buddhism (general),,,,
Work,95970,Caityavandanasūtra,,,,,,,,,
Work,115229,Caityavratānuśaṃsāvadāna,,,,,Buddhism (general),,,,
Person,41207,Cakrabhānu,,Krama,,,,,,975,925
Person,85375,Cakradhara,,,,,,,,1050,1050
Work,91240,Cakradīpikā,,,85950,Rāmabhadra Sārvabhauma,,,,,
Person,99339,Cakrakavi,,,,,,,,,
Work,95768,Cakramīmāṃsā,,,87981,Viṣṇumitra alias Kumāra,Vedānta (general),,,,
Work,96622,Cakramīmāṃsā,,,85933,Vādirāja Tīrtha,Dvaita Vedānta,,,,
Work,111892,Cakrānuṣṭhānapaddhati,,,,,Dharmaśāstra,,,,
Person,113778,Cakrapāṇī,,,,,,,,,
Person,41121,Cakrapāṇi Śeṣa,,Śeṣa,,,,,,,
Person,40492,Cakrapāṇidāsa,,,,,,,,1799,1799
Person,40945,Cakrapāṇidatta,,,,,,,,1075,1075
Person,85381,Cakrapāṇinātha,,,,,,,,1050,1050
Work,104711,Cakrapāṇisaṃgraha,,,,,Vaidyaśāstra,,,,
Work,92025,Cakraraśmi on Gaṅgeśa's Tattvacintāmaṇi,,,86123,Gokulanātha Upādhyāya,,90147,Tattvacintāmaṇi,,
Work,113382,Cakrasaṁvara Maṇḍala Gāthā Dikṣā Vidhi,,,,,,,,,
Work,115442,Cakrasaṃvarayā-hṛ-ākāsa (ākāśa) sukhadhāraṇī,,,,,Buddhism (general),,,,
Work,41908,Cakraśeṣa,,,,,,,,,
Work,115195,Cakrāvadāna,,,,,Buddhism (general),,,,
Work,105910,Cakravidhi,,,,,Jyotiḥśāstra,,,,
Work,115219,Cakravyūhāṣṭadhākoṭavikāra,,,,,Jyotiḥśāstra,,,,
Person,85457,Cakreśvara,,,,,,,,1150,1150
Work,104122,Cakṣurogādhikāra,,,,,Vaidyaśāstra,,,1736,1736
Work,111257,Cākṣuṣopaniṣad,,,,,Hinduism (general),,,,
Work,114248,Camatkāracandrikā,,,114247,Cilakamarti Tirumalācārya,Alaṃkāraśāstra,41631,Kuvalayānanda,,
Work,114763,Camatkāracintāmaṇi,,,,,Jyotiḥśāstra,,,,
Work,41270,Camatkāracintāmaṇi,,,40325,Lolimbarāja,"Kāvya, Vaidyaśāstra",,,1585,1585
Work,105912,Camatkāracintāmaṇi,,,99358,Nārāyaṇa Bhaṭṭa,Jyotiḥśāstra,,,,
Work,104135,Camatkārīcikitsā,,,,,Vaidyaśāstra,,,1954,1954
Person,86212,Campakanātha Miśra,,,,,,,,1675,1675
Person,85802,Campakeśa,Campakeśa (Ācārya),Ācārya,,,,,,1500,1500
Person,85202,Campantar,,,,,,,,650,650
Work,111792,Campū Kāvya,,,111791,Keṣava Bhaṭṭa,,,,,
Work,114794,Campubhārata,Bhāratacampū,,,,Hinduism (general),,,,
Person,40946,Cāmuṇḍa Kāyastha,Caṇḍa Kāyastha,,,,,,,1474,1474
Person,108840,Cāmuṇḍarāya,"Cāmuṇḍayya, Cāvuṇḍarāya, Rāya, Cāvuṇḍarāja, Cāmuṇḍarāja",,,,,,,990,940
Work,113482,Cāṇakyasārasaṅgraha,,,,,Nītiśāstra,,,,
Work,110152,Cāṇakyaṭīkā,,,110150,Bhikṣu Prabhāmati,Arthaśāstra,109693,Arthaśāstra,,
Person,87174,Cañcarīkendra,,,,,,,,,
Work,116260,Caṇḍamahāroṣana dhāraṇi,,,,,Buddhism (general),,,,
Work,113551,Caṇḍamahāroṣaṇa pūjā vidhi,,,,,Buddhism (general),,,,
Work,113407,Caṇḍamahāroṣaṇa Samādhī,,,,,Tantra,,,,
Work,115550,Caṇḍamahāroṣana-Dhāraṅī,,,,,Buddhism (general),,,,
Work,113633,Caṇḍamahāroṣaṇatantra,Ekallavīracaṇḍamahāroṣaṇatantra,,,,Tantra,,,,
Work,91328,Caṇḍamāruta on Vedānta Deśika's Śatadūṣaṇī,,,85975,Mahācārya,,90202,Śatadūṣaṇī,,
Work,114906,Candanonāma-avadāna-kathā,,,,,Buddhism (general),,,,
Work,96372,Caṇḍānurañjana,,,41110,Ghanaśyāma,Nāṭya,,,1730,1730
Work,88318,Candavatdeśarājasūtra,,,,,,,,405,405
Person,87175,Caṇḍeśvara,,,,,,,,,
Person,86355,Caṇḍeśvara Vācaspati,,,,,,,,1750,1750
Work,114704,Caṇḍeśvarapraśnavidyā,,,87175,Caṇḍeśvara,Jyotiḥśāstra,,,,
Work,106003,Caṇḍeśvarīpraśnavidyā,,,,,Jyotiḥśāstra,,,,
Person,87176,Caṇḍīcaraṇa Tarkavāgīśa,,,,,,,,,
Person,110275,Caṇḍīdāsa,,,,,,,,1300,1300
Work,110891,Caṇḍikāśāpavimocana,,,,,Tantra,,,,
Work,113839,Caṇḍikāṣṭakastotra,,,,,Tantra,,,,
Work,114752,Caṇḍipāṭhakrama,"Kroḍatantra ,Caṇḍīśatāvṛttikrama-  Haragaurītantra,  Caṇḍīpāṭhakāmyaphala -Marīcatantra, Caṇḍīpāṭhaphalakrama",,,,"Hinduism (general), Alaṃkāraśāstra",,,,
Work,95235,Candiprasada on Appayya Dīkṣita's Siddhāntaleśasaṃgraha,,,87511,Mulasankaravyasa Sukla,,,,,
Work,108815,Caṇḍīśataka,,,108814,Bāṇa,Kāvya,,,,
Work,114751,Caṇḍīstotraprayogavidhi,,,40667,Nāgeśabhaṭṭa,"Hinduism (general), Tantra",,,,
Person,85890,Candīśvara,,,,,,,,1550,1550
Work,114750,Caṇḍobhimānī,Caṇḍāmantrasādhana,,,,Hinduism (general),,,,
Person,85295,Candra,Candra(maha)rṣi Mahāttara,,,,,,,930,930
Person,85378,Candra,,,,,,,,820,820
Work,93604,Candra on Vātsyāyana's Nyāyabhāṣya,,,86525,Raghūttama,,88353,Nyāyabhāṣya,,
Work,109799,Cāndra Vyākaraṇa,,,109798,Candragomin,Vyākaraṇa,,,,
Person,40568,Candrabhānu mahādeva,,,,,,,,,
Work,106001,Candrabhāvādhyāya,,,,,Jyotiḥśāstra,,,,
Person,87177,Candracūḍa,,,,,,,,,
Person,114225,Candrāditya,,,,,,,,920,920
Work,88196,Candragarbhasūtra,,,,,,,,350,350
Person,109798,Candragomin,Candrācārya,Ācārya,,,,,,450,450
Work,105934,Candragrahaṇādhikāraṭīkā,,,,,Jyotiḥśāstra,,,,
Work,105936,Candragrahaṇagaṇita,,,,,Jyotiḥśāstra,,,,
Work,105966,Candragrahaṇagaṇita,,,,,Jyotiḥśāstra,,,,
Work,107454,Candragrāsa,,,,,Jyotiḥśāstra,,,,
Person,109920,Candragupta Maurya,,Maurya,,,,,,324,-340
Person,86619,Candrajā Siṃha,,,,,,,,1889,1889
Person,40931,Candrajasimha,,,,,,,,,
Work,42488,Candrakalā,,,41156,Bhairavamiśra,,42433,Laghuśabdenduśekhara,,
Work,113221,Candrakalā,,,40812,Vopadeva,Vaidyaśāstra,113220,Śataślokī,,
Work,108774,Candrakalāśāhajīya,"Candrakala-shahjeeyam, Chandra kala shahjeeyam",,40591,Cokkanātha,,,,,
Person,86532,Candrakānta Tarkālaṃkāra,,,,,,,,1850,1850
Work,105962,Candrakiraṇāvalī,,,,,Jyotiḥśāstra,,,,
Work,106075,Candrakiraṇāvalīdakṣitaraṅga,(Candra)kiraṇāvalīdakṣitaraṅga,,,,Jyotiḥśāstra,,,,
Person,115675,Candrakīrti,,,,,,,,,
Person,40357,Candrakīrti,,,,,,,,,
Person,85193,Candrakīrti,,,,,,,,600,600
Person,87178,Candrakīrti,,,,,,,,,
Person,85471,Candrakīrti Gaṇi,,Gaṇi,,,,,,1155,1155
Person,41048,Candrakīrtisūri,,,,,,,,,
Work,106879,Candrakūla,,,,,Jyotiḥśāstra,,,,
Work,114173,Candrāloka,,,114172,Jayadeva Piyūṣavarṣa,,,,,
Work,114261,Candrālokapradīpikā,,,,,Alaṃkāraśāstra,114173,Candrāloka,,
Work,111797,Candrālokaprakāśa,"Śaradāgama, Prakāśa",,85911,Padmanābha Miśra,Alaṃkāraśāstra,114173,Candrāloka,1583,1583
Work,113743,Candramaṇḍala Pujā Vidhi - Niko Jaṅku,,,,,Tantra,,,,
Person,86574,Caṇdraṃaṇi Nyāyabhūṣaṇa,,,,,,,,1865,1865
Person,85171,Candramati,"Maticandra, Prajñācandra",,,,,,,550,550
Person,109543,Candramauli,Candramauḷi,,,,,,,1220,1170
Person,85272,Candrānanda,,,,,,,,850,850
Person,87179,Candrānanda,,,,,,,,,
Person,40806,Candranandana,,,,,,,,750,750
Person,86430,Candranārāyaṇa Bhaṭṭa,,Bhaṭṭa,,,,,,1790,1790
Work,93265,Candranārāyaṇī on Gadādhara's Gādādharī,,,86430,Candranārāyaṇa Bhaṭṭa,,92258,Gādādharī,,
Work,114108,Candranighaṇṭu,,,,,Vaidyaśāstra,,,1905,1905
Work,108162,Candraparvānayana,,,,,Jyotiḥśāstra,,,,
Person,115935,Candrapati,,,,,,,,,
Person,115862,Candrapatika,,,,,,,,,
Work,106642,Candraphala,,,,,Jyotiḥśāstra,,,,
Work,41352,Candraprabhā,Vaidyakulapañjikā,,40418,Bharatamallika,,,,1675,1675
Work,89447,Candraprabhā on Nāgārjuna's Pañcākrama,,,85411,Abhayākaragupta,,95244,Pañcakrama,,
Person,85397,Candraprabhā Sūri,,Sūri,,,,,,1092,1092
Work,88130,Candraprabhākumārasūtra,,,,,,,,250,250
Work,88977,Candraprabodhabodhisattva(caryā)avadānasūtra,,,,,,,,935,935
Person,86918,Candrasagara Gani,,,,,,,,1950,1950
Work,107052,Candrasāraṇī,,,,,Jyotiḥśāstra,,,,
Person,41119,Candraśekhara,,,,,,,,,
Person,87180,Candraśekhara,,,,,,,,,
Person,87181,Candraśekhara,,,,,,,,,
Person,87182,Candraśekhara,,,,,,,,,
Person,110228,Candraśekhara,Nārāyaṇa,,,,,,,1275,1275
